	SVL	Mass
Trachylepis_nganghae	58.0	3.7
Trachylepis_occidentalis	115.0	33.8
Trachylepis_ozorii	88.0	14.2
Trachylepis_pendeana	81.0	10.9
Trachylepis_perrotetii	180.0	143.6
Trachylepis_planifrons	116.0	34.8
Trachylepis_polytropis	114.0	32.9
Trachylepis_pulcherrima	121.0	39.8
Trachylepis_punctatissima	107.0	26.8
Trachylepis_punctulata	60.0	4.1
Trachylepis_quinquetaeniata	151.0	81.5
Trachylepis_rodenburgi	75.0	8.5
Trachylepis_sechellensis	107.0	26.8
Trachylepis_septemtaeniata	105.0	25.2
Trachylepis_socotrana	100.0	21.5
Trachylepis_sparsa	108.0	27.6
Trachylepis_spilogaster	93.0	17.0
Trachylepis_striata	113.0	31.9
Trachylepis_sulcata	100.0	21.5
Trachylepis_tandrefana	58.0	3.7
Trachylepis_tavaratra	62.0	4.6
Trachylepis_tessellata	100.0	21.5
Trachylepis_varia	71.0	7.1
Trachylepis_variegata	57.0	3.5
Trachylepis_vato	55.0	3.1
Trachylepis_vezo	54.0	2.9
Trachylepis_vittata	95.0	18.2
Trachylepis_volamenaloha	52.0	2.6
Trachylepis_wingati	100.0	21.5
Trachylepis_wrightii	160.0	98.2
Trapelus_agilis	116.0	53.0
Trapelus_agnetae	93.5	27.1
Trapelus_boehmei	113.7	49.8
Trapelus_flavimaculatus	130.0	75.5
Trapelus_jayakari	153.0	125.2
Trapelus_megalonyx	75.0	13.7
Trapelus_mutabilis	98.8	32.2
Trapelus_rubrigularis	95.0	28.5
Trapelus_ruderatus	135.0	84.9
Trapelus_sanguinolentus	188.0	237.3
Trapelus_savignii	123.0	63.6
Trapelus_schmitzi	71.0	11.5
Trapelus_tournevillei	100.0	33.4
Tretanorhinus_mocquardi	730.0	75.9
Tretanorhinus_nigroluteus	885.0	123.7
Tretanorhinus_taeniatus	570.0	40.5
Tretanorhinus_variabilis	800.0	164.4
Tretioscincus_agilis	62.0	5.5
Tretioscincus_bifasciatus	58.0	4.4
Tretioscincus_oriximinensis	52.0	3.1
Tribolonotus_annectens	50.0	2.3
Tribolonotus_blanchardi	40.0	1.1
Tribolonotus_brongersmai	64.0	5.1
Tribolonotus_gracilis	103.0	23.7
Tribolonotus_novaeguineae	103.0	23.7
Tribolonotus_ponceleti	125.0	44.3
Tribolonotus_pseudoponceleti	76.0	8.9
Tribolonotus_schmidti	41.0	1.2
Tricheilostoma_bicolor	185.0	1.9
Tricheilostoma_broadleyi	112.0	0.6
Tricheilostoma_dissimilis	104.0	0.6
Tricheilostoma_greenwelli	141.0	1.1
Tricheilostoma_sundewalli	187.0	2.0
Trilepida_anthracina	296.0	5.4
Trilepida_brasiliensis	322.0	6.4
Trilepida_brevissima	139.0	1.0
Trilepida_dimidiatum	281.0	4.8
Trilepida_dugandi	257.0	3.9
Trilepida_fuliginosa	303.0	5.6
Trilepida_guayaquilensis	190.0	2.0
Trilepida_jani	262.0	4.1
Trilepida_joshuai	300.0	5.5
Trilepida_koppesi	337.0	7.1
Trilepida_macrolepis	400.0	10.3
Trilepida_nicefori	147.0	1.2
Trilepida_pastusa	315.0	6.1
Trilepida_salgueiroi	329.0	6.7
Trimeresurus_albolabris	1000.0	521.2
Trimeresurus_andalasensis	809.0	281.3
Trimeresurus_andersonii	1100.0	687.8
Trimeresurus_barati	800.0	272.3
Trimeresurus_borneensis	874.0	352.2
Trimeresurus_brongersmai	410.0	38.9
Trimeresurus_buniana	783.0	255.8
Trimeresurus_cantori	1232.0	956.5
Trimeresurus_cardamomensis	536.0	120.5
Trimeresurus_erythrurus	1050.0	600.7
Trimeresurus_fasciatus	509.0	73.0
Trimeresurus_flavomaculatus	1100.0	687.8
Trimeresurus_fucatus	868.0	345.2
Trimeresurus_gracilis	479.0	61.2
Trimeresurus_gramineus	1135.0	753.4
Trimeresurus_gumprechti	1280.0	1069.0
Trimeresurus_gunaleni	1170.0	823.0
Trimeresurus_hageni	1300.0	1118.3
Trimeresurus_honsonensis	648.0	147.5
Trimeresurus_insularis	930.0	422.0
Trimeresurus_kanburiensis	667.0	160.4
Trimeresurus_labialis	440.0	47.8
Trimeresurus_macrolepis	580.0	106.8
Trimeresurus_macrops	720.0	200.4
Trimeresurus_malabaricus	1050.0	600.7
Trimeresurus_malcolmi	1330.0	1195.1
Trimeresurus_mcgregori	967.0	472.7
Trimeresurus_medoensis	677.0	167.5
Trimeresurus_mutabilis	510.0	73.5
Trimeresurus_nebularis	1002.0	524.2
Trimeresurus_phuketensis	748.8	224.6
Trimeresurus_popeiorum	1050.0	600.7
Trimeresurus_puniceus	860.0	336.0
Trimeresurus_purpureomaculatus	1050.0	600.7
Trimeresurus_rubeus	505.0	102.9
Trimeresurus_sabahi	810.0	282.3
Trimeresurus_schultzei	1300.0	1118.3
Trimeresurus_septentrionalis	730.0	208.6
Trimeresurus_sichuanensis	1220.0	929.6
Trimeresurus_stejnegeri	1045.0	592.4
Trimeresurus_strigatus	480.0	61.6
Trimeresurus_sumatranus	1600.0	2046.4
Trimeresurus_tibetanus	722.0	202.0
Trimeresurus_toba	798.0	270.3
Trimeresurus_trigonocephalus	1200.0	886.0
Trimeresurus_truongsonensis	642.0	143.5
Trimeresurus_venustus	680.0	169.7
Trimeresurus_vogeli	1300.0	1118.3
Trimeresurus_wiroti	889.0	370.1
Trimeresurus_yunnanensis	1233.0	958.7
Trimetopon_barbouri	260.0	5.5
Trimetopon_gracile	300.0	8.0
Trimetopon_pliolepis	287.0	7.1
Trimetopon_simile	176.0	2.1
Trimetopon_slevini	275.0	6.4
Trimetopon_viquezi	250.0	5.0
Trimorphodon_biscutatus	1750.0	485.4
Trimorphodon_lambda	890.0	167.1
Trimorphodon_lyrophanes	936.0	190.8
Trimorphodon_paucimaculatus	1074.0	273.8
Trimorphodon_quadruplex	1750.0	485.4
Trimorphodon_tau	800.0	66.5
Trimorphodon_vilkinsonii	1041.0	129.8
Trioceros_affinis	81.0	13.1
Trioceros_balebicornutus	76.0	11.1
Trioceros_bitaeniatus	199.0	145.9
Trioceros_camerunensis	90.0	17.4
Trioceros_chapini	80.0	12.7
Trioceros_conirostratus	67.0	7.9
Trioceros_cristatus	160.0	81.3
Trioceros_deremensis	165.0	88.3
Trioceros_eisentrauti	146.0	63.6
Trioceros_ellioti	97.0	21.3
Trioceros_feae	104.0	25.6
Trioceros_fuelleborni	105.0	26.3
Trioceros_goetzei	95.0	20.1
Trioceros_hanangensis	75.5	10.9
Trioceros_harennae	74.4	10.4
Trioceros_hoehnelii	110.1	29.9
Trioceros_incornutus	93.0	19.0
Trioceros_ituriensis	130.0	46.6
Trioceros_jacksonii	167.0	91.2
Trioceros_johnstoni	130.0	46.6
Trioceros_kinangopensis	63.0	6.7
Trioceros_kinetensis	69.0	8.5
Trioceros_laterispinis	79.0	12.3
Trioceros_marsabitensis	86.0	15.4
Trioceros_melleri	288.0	392.8
Trioceros_montium	122.0	39.3
Trioceros_narraioca	86.0	15.4
Trioceros_ntunte	79.0	12.3
Trioceros_nyirit	91.0	17.9
Trioceros_oweni	148.0	66.0
Trioceros_perreti	86.0	15.4
Trioceros_pfefferi	95.0	20.1
Trioceros_quadricornis	168.0	92.6
Trioceros_rudis	75.0	10.7
Trioceros_schoutedeni	64.0	7.0
Trioceros_schubotzi	83.0	14.0
Trioceros_serratus	92.0	18.4
Trioceros_sternfeldi	88.0	16.4
Trioceros_tempeli	113.0	32.0
Trioceros_werneri	103.0	25.0
Trioceros_wiedersheimi	100.5	23.4
Trogonophis_wiegmanni	240.0	14.0
Tropidechis_carinatus	1000.0	252.3
Tropidoclonion_lineatum	570.0	44.3
Tropidodipsas_annuliferus	495.0	28.3
Tropidodipsas_fasciata	717.0	72.5
Tropidodipsas_fischeri	652.0	57.0
Tropidodipsas_philippii	620.0	50.2
Tropidodipsas_repleta	500.0	29.1
Tropidodipsas_sartorii	857.0	114.0
Tropidodipsas_zweifeli	447.0	21.9
Tropidodryas_serra	830.0	180.6
Tropidodryas_striaticeps	678.0	107.6
Tropidolaemus_huttoni	1360.0	1275.3
Tropidolaemus_laticinctus	1300.0	1118.3
Tropidolaemus_philippensis	455.0	52.7
Tropidolaemus_subannulatus	963.0	467.0
Tropidolaemus_wagleri	920.0	408.9
Tropidonophis_aenigmaticus	930.0	223.3
Tropidonophis_dahlii	1245.0	585.3
Tropidonophis_dendrophiops	900.0	200.4
Tropidonophis_dolasii	150.0	0.5
Tropidonophis_doriae	1050.0	333.4
Tropidonophis_elongatus	1160.0	463.3
Tropidonophis_halmahericus	1300.0	675.1
Tropidonophis_hypomelas	950.0	239.6
Tropidonophis_mairii	1000.0	283.8
Tropidonophis_mcdowelli	650.0	68.4
Tropidonophis_montanus	1140.0	437.5
Tropidonophis_multiscutellatus	950.0	239.6
Tropidonophis_negrosensis	730.0	100.4
Tropidonophis_novaeguineae	820.0	147.3
Tropidonophis_parkeri	930.0	223.3
Tropidonophis_picturatus	580.0	46.9
Tropidonophis_punctiventris	460.0	21.8
Tropidonophis_statistictus	870.0	179.2
Tropidonophis_truncatus	460.0	21.8
Tropidophis_battersbyi	347.0	13.6
Tropidophis_bucculentus	596.0	91.0
Tropidophis_canus	363.0	22.9
Tropidophis_caymanensis	470.0	46.9
Tropidophis_celiae	344.0	19.7
Tropidophis_curtus	357.0	21.8
Tropidophis_feicki	448.0	41.1
Tropidophis_fuscus	304.0	13.9
Tropidophis_galacelidus	405.0	31.0
Tropidophis_grapiuna	324.0	11.3
Tropidophis_greenwayi	380.0	17.2
Tropidophis_haetianus	552.0	73.5
Tropidophis_hardyi	334.0	18.1
Tropidophis_hendersoni	280.0	11.1
Tropidophis_jamaicensis	338.0	18.7
Tropidophis_maculatus	375.0	25.0
Tropidophis_melanurus	957.0	340.3
Tropidophis_morenoi	359.0	22.2
Tropidophis_nigriventris	227.0	6.2
Tropidophis_pardalis	287.0	11.9
Tropidophis_parkeri	512.0	59.6
Tropidophis_paucisquamis	350.0	20.6
Tropidophis_pilsbryi	371.0	24.3
Tropidophis_preciosus	404.0	30.8
Tropidophis_schwartzi	385.0	26.9
Tropidophis_semicinctus	408.0	31.6
Tropidophis_spiritus	372.0	24.5
Tropidophis_stejnegeri	529.0	65.2
Tropidophis_stullae	260.0	9.0
Tropidophis_taczanowskyi	305.0	14.1
Tropidophis_wrighti	488.0	52.1
Tropidophis_xanthogaster	239.0	7.1
Tropidophorus_assamensis	68.0	6.2
Tropidophorus_baconi	120.0	38.8
Tropidophorus_baviensis	92.0	16.4
Tropidophorus_beccarii	98.0	20.2
Tropidophorus_berdmorei	97.0	19.5
Tropidophorus_boehmei	103.5	24.1
Tropidophorus_brookei	110.0	29.3
Tropidophorus_cocincinensis	101.0	22.2
Tropidophorus_davaoensis	97.0	19.5
Tropidophorus_grayi	119.3	38.1
Tropidophorus_guangxiensis	64.0	5.1
Tropidophorus_hainanus	54.0	2.9
Tropidophorus_hangnam	101.2	22.4
Tropidophorus_iniquus	96.0	18.9
Tropidophorus_laotus	90.0	15.3
Tropidophorus_latiscutatus	102.0	22.9
Tropidophorus_matsuii	94.1	17.7
Tropidophorus_microlepis	83.0	11.8
Tropidophorus_micropus	40.0	1.1
Tropidophorus_misaminius	112.2	31.2
Tropidophorus_mocquardii	95.0	18.2
Tropidophorus_murphyi	96.3	19.1
Tropidophorus_noggei	110.2	29.5
Tropidophorus_partelloi	127.0	46.6
Tropidophorus_perplexus	73.0	7.8
Tropidophorus_robinsoni	75.0	8.5
Tropidophorus_sinicus	71.0	7.1
Tropidophorus_thai	80.0	10.5
Tropidosaura_cottrelli	66.0	6.7
Tropidosaura_essexi	52.0	3.3
Tropidosaura_gularis	62.0	5.6
Tropidosaura_montana	66.0	6.7
Tropidoscincus_aubrianus	120.0	38.8
Tropidoscincus_boreus	95.0	18.2
Tropidoscincus_variabilis	91.5	16.2
Tropidurus_arenarius	90.0	26.8
Tropidurus_bogerti	92.0	28.5
Tropidurus_callathelys	98.0	33.8
Tropidurus_catalanensis	132.4	76.7
Tropidurus_chromatops	109.0	45.2
Tropidurus_cocorobensis	68.7	12.9
Tropidurus_erythrocephalus	77.0	17.5
Tropidurus_etheridgei	115.0	52.3
Tropidurus_guarani	115.0	52.3
Tropidurus_helenae	70.0	13.6
Tropidurus_hispidus	139.1	87.7
Tropidurus_hygomi	80.0	19.5
Tropidurus_imbituba	125.8	66.7
Tropidurus_insulanus	86.0	23.7
Tropidurus_itambere	95.0	31.1
Tropidurus_jaguaribanus	103.4	39.2
Tropidurus_melanopleurus	109.0	45.2
Tropidurus_montanus	92.0	28.5
Tropidurus_mucujensis	67.0	12.0
Tropidurus_oreadicus	117.0	54.8
Tropidurus_pinima	85.0	23.0
Tropidurus_psammonastes	94.9	31.0
Tropidurus_semitaeniatus	100.0	35.8
Tropidurus_spinulosus	140.0	89.2
Tropidurus_torquatus	134.0	79.2
Tropidurus_xanthochilus	125.5	66.3
Tropiocolotes_algericus	37.0	1.2
Tropiocolotes_bisharicus	31.0	0.8
Tropiocolotes_nattereri	30.0	0.7
Tropiocolotes_naybandensis	32.4	0.8
Tropiocolotes_nubicus	30.5	0.7
Tropiocolotes_scortecci	30.0	0.7
Tropiocolotes_somalicus	28.0	0.6
Tropiocolotes_steudneri	34.8	1.0
Tropiocolotes_tripolitanus	37.0	1.2
Tropiocolotes_wolfgangboehmei	29.4	0.6
Tukutuku_rakiurae	71.0	7.2
Tumbunascincus_luteilateralis	112.0	31.0
Tupinambis_longilineus	230.0	396.3
Tupinambis_palustris	324.0	1150.3
Tupinambis_quadrilineatus	270.0	652.4
Tupinambis_teguixin	500.0	4434.0
Tympanocryptis_centralis	55.0	5.2
Tympanocryptis_cephalus	62.0	7.6
Tympanocryptis_condaminensis	63.5	8.2
Tympanocryptis_houstoni	68.0	10.1
Tympanocryptis_intima	61.0	7.2
Tympanocryptis_lineata	72.0	12.1
Tympanocryptis_pentalineata	59.1	6.5
Tympanocryptis_pinguicolla	59.5	6.7
Tympanocryptis_tetraporophora	74.0	13.1
Tympanocryptis_uniformis	50.0	3.9
Tympanocryptis_wilsoni	53.7	4.9
Typhlacontias_brevipes	133.0	4.8
Typhlacontias_gracilis	86.0	1.7
Typhlacontias_johnsonii	117.0	3.5
Typhlacontias_kataviensis	76.0	1.3
Typhlacontias_punctatissimus	86.0	1.7
Typhlacontias_rohani	90.0	1.9
Typhlacontias_rudebecki	82.0	1.6
Typhlophis_squamosus	225.0	4.2
Typhlops_agoralionis	193.0	2.7
Typhlops_anchaurus	240.0	6.0
Typhlops_annae	110.0	0.3
Typhlops_anousius	197.0	2.9
Typhlops_arator	460.0	66.3
Typhlops_biminiensis	363.0	27.7
Typhlops_capitulatus	267.0	8.9
Typhlops_catapontus	265.0	8.7
Typhlops_caymanensis	260.0	8.1
Typhlops_coecatus	360.0	26.8
Typhlops_contorhinus	316.0	16.6
Typhlops_disparilis	300.0	13.7
Typhlops_dominicanus	385.0	34.4
Typhlops_epactius	247.0	6.7
Typhlops_eperopeus	281.0	10.7
Typhlops_geotomus	213.0	3.9
Typhlops_golyathi	371.0	30.0
Typhlops_gonavensis	220.0	4.4
Typhlops_granti	210.0	3.7
Typhlops_guadeloupensis	162.0	1.4
Typhlops_hectus	237.0	5.7
Typhlops_hypomethes	270.0	9.3
Typhlops_jamaicensis	445.0	58.7
Typhlops_leptolepis	215.0	4.0
Typhlops_longissimus	346.0	23.2
Typhlops_lumbricalis	257.0	7.7
Typhlops_monastus	258.0	7.8
Typhlops_monensis	207.0	3.5
Typhlops_naugus	243.0	6.3
Typhlops_notorachius	301.0	13.8
Typhlops_oxyrhinus	257.0	7.7
Typhlops_pachyrhinus	219.0	4.3
Typhlops_paradoxus	245.0	6.5
Typhlops_perimychus	280.0	10.6
Typhlops_platycephalus	337.0	21.0
Typhlops_proancylops	243.0	6.3
Typhlops_pusillus	226.0	4.8
Typhlops_richardi	342.0	22.2
Typhlops_rostellatus	222.0	4.5
Typhlops_satelles	350.0	24.2
Typhlops_schwartzi	326.0	18.6
Typhlops_silus	175.0	1.9
Typhlops_sulcatus	319.0	17.2
Typhlops_sylleptor	214.0	3.9
Typhlops_syntherus	209.0	3.6
Typhlops_tetrathyreus	273.0	9.7
Typhlops_titanops	216.0	4.1
Typhlops_zenkeri	135.0	0.7
Typhlosaurus_braini	200.0	12.2
Typhlosaurus_caecus	213.0	14.1
Typhlosaurus_lomiae	114.0	3.3
Typhlosaurus_meyeri	188.0	10.6
Typhlosaurus_vermis	278.0	26.0
Tytthoscincus_aesculeticola	43.0	1.4
Tytthoscincus_atrigularis	39.0	1.0
Tytthoscincus_biparietalis	36.0	0.8
Tytthoscincus_hallieri	57.0	3.5
Tytthoscincus_parvus	36.0	0.8
Uma_exsul	100.0	31.6
Uma_inornata	124.0	56.1
Uma_notata	122.0	53.7
Uma_paraphygas	89.0	23.1
Uma_rufopunctata	120.0	51.4
Uma_scoparia	116.0	46.9
Underwoodisaurus_milii	110.0	22.9
Underwoodisaurus_seorsus	100.0	18.3
Ungaliophis_continentalis	762.0	221.2
Ungaliophis_panamensis	670.0	153.2
Uracentron_azureum	88.0	25.3
Uracentron_flaviceps	130.0	73.0
Uranoscodon_superciliosus	166.0	141.8
Urocotyledon_inexpectata	40.0	1.5
Urocotyledon_palmata	58.0	4.2
Urocotyledon_rasmusseni	41.9	1.7
Urocotyledon_weileri	45.0	2.1
Urocotyledon_wolterstorffi	49.5	2.7
Uromacer_catesbyi	830.0	180.6
Uromacer_frenatus	930.0	241.7
Uromacer_oxyrhynchus	1500.0	822.2
Uromacerina_ricardinii	689.0	65.6
Uromastyx_acanthinura	400.0	2474.0
Uromastyx_aegyptia	418.0	2836.3
Uromastyx_alfredschmidti	230.0	443.8
Uromastyx_benti	196.0	270.1
Uromastyx_dispar	232.0	455.9
Uromastyx_geyri	197.0	274.4
Uromastyx_macfadyeni	122.0	62.0
Uromastyx_nigriventris	250.0	574.9
Uromastyx_occidentalis	308.0	1098.9
Uromastyx_ocellata	175.0	189.9
Uromastyx_ornata	210.0	334.6
Uromastyx_princeps	180.0	207.3
Uromastyx_shobraki	208.0	324.8
Uromastyx_thomasi	190.0	245.2
Uromastyx_yemenensis	185.0	225.7
Uropeltis_arcticeps	370.0	26.3
Uropeltis_beddomii	250.0	8.5
Uropeltis_bicatenata	264.0	9.9
Uropeltis_broughami	410.0	35.3
Uropeltis_ceylanicus	450.0	46.2
Uropeltis_dindigalensis	370.0	26.3
Uropeltis_ellioti	250.0	8.5
Uropeltis_liura	320.0	17.3
Uropeltis_macrolepis	323.0	17.8
Uropeltis_macrorhyncha	740.0	193.7
Uropeltis_maculata	390.0	30.6
Uropeltis_madurensis	330.3	18.9
Uropeltis_melanogaster	300.0	14.4
Uropeltis_myhendrae	540.0	78.1
Uropeltis_nitida	350.0	22.4
Uropeltis_ocellata	530.0	74.0
Uropeltis_petersi	190.0	3.8
Uropeltis_phillipsi	200.0	4.5
Uropeltis_phipsonii	280.0	11.8
Uropeltis_pulneyensis	380.0	28.4
Uropeltis_rubrolineata	400.0	32.9
Uropeltis_rubromaculatus	368.0	25.9
Uropeltis_ruhunae	268.0	10.4
Uropeltis_shorttii	357.0	23.7
Uropeltis_smithi	470.0	52.4
Uropeltis_woodmasoni	270.0	10.6
Uroplatus_alluaudi	79.3	10.1
Uroplatus_ebenaui	70.0	7.1
Uroplatus_fimbriatus	195.0	120.6
Uroplatus_finiavana	65.2	5.9
Uroplatus_giganteus	200.0	129.3
Uroplatus_guentheri	79.0	9.9
Uroplatus_henkeli	160.0	69.8
Uroplatus_lineatus	170.0	82.6
Uroplatus_malahelo	79.0	9.9
Uroplatus_malama	78.0	9.6
Uroplatus_phantasticus	86.1	12.6
Uroplatus_pietschmanni	81.0	10.7
Uroplatus_sameiti	115.7	28.5
Uroplatus_sikorae	123.0	33.8
Urosaurus_auriculatus	74.0	14.1
Urosaurus_bicarinatus	59.0	7.7
Urosaurus_clarionensis	65.0	10.0
Urosaurus_gadovi	53.0	5.8
Urosaurus_graciosus	68.0	11.2
Urosaurus_irregularis	95.0	27.5
Urosaurus_lahtelai	58.0	7.3
Urosaurus_nigricaudus	65.4	10.1
Urosaurus_ornatus	69.0	11.7
Urostrophus_gallardoi	78.0	13.1
Urostrophus_vautieri	108.0	22.8
Urotheca_decipiens	569.0	40.4
Urotheca_dumerilli	266.0	9.8
Urotheca_fulviceps	649.0	56.3
Urotheca_guentheri	670.0	61.1
Urotheca_lateristriga	643.0	55.0
Urotheca_multilineata	582.0	42.7
Urotheca_myersi	349.0	11.7
Urotheca_pachyura	725.0	74.6
Uta_encantadae	69.0	11.7
Uta_lowei	66.0	10.4
Uta_nolascensis	55.0	6.4
Uta_palmeri	83.0	19.2
Uta_squamata	57.0	7.0
Uta_stansburiana	77.0	15.7
Uta_tumidarostra	74.0	14.1
Uvidicolus_sphyrurus	70.0	7.9
Vanzosaura_multiscutatus	38.0	1.1
Vanzosaura_rubricauda	45.0	1.9
Vanzosaura_savanicola	35.6	0.9
Varanus_acanthurus	250.0	286.0
Varanus_albigularis	850.0	14985.5
Varanus_auffenbergi	205.0	150.5
Varanus_bangonorum	390.0	1205.3
Varanus_baritji	252.0	293.4
Varanus_beccarii	340.0	773.3
Varanus_bengalensis	900.0	18029.1
Varanus_bitatawa	766.0	10702.4
Varanus_boehmei	290.0	462.2
Varanus_bogerti	286.0	441.9
Varanus_brevicauda	126.0	31.2
Varanus_bushi	158.0	64.8
Varanus_caerulivirens	400.0	1308.2
Varanus_caudolineatus	133.0	37.1
Varanus_cerambonensis	409.0	1405.8
Varanus_cumingi	600.0	4856.5
Varanus_dalubhasa	505.0	2780.7
Varanus_doreanus	460.0	2056.0
Varanus_dumerilii	565.1	4000.6
Varanus_eremius	202.0	143.5
Varanus_exanthematicus	750.0	9995.9
Varanus_finschi	370.0	1016.6
Varanus_flavescens	515.0	2962.8
Varanus_giganteus	950.0	21475.1
Varanus_gilleni	194.0	125.9
Varanus_glauerti	250.0	286.0
Varanus_glebopalma	397.0	1276.7
Varanus_gouldii	670.0	6939.9
Varanus_griseus	625.0	5542.1
Varanus_hamersleyensis	160.0	67.5
Varanus_indicus	580.0	4352.0
Varanus_jobiensis	451.0	1928.7
Varanus_juxtindicus	504.0	2762.9
Varanus_keithhornei	285.0	436.9
Varanus_kingorum	120.0	26.6
Varanus_komodoensis	1540.0	102477.7
Varanus_kordensis	270.0	366.8
Varanus_lirungensis	355.0	889.2
Varanus_mabitang	700.0	7996.4
Varanus_macraei	360.0	930.3
Varanus_marmoratus	788.0	11729.0
Varanus_melinus	510.0	2870.7
Varanus_mertensi	542.0	3495.3
Varanus_mitchelli	346.0	818.3
Varanus_nebulosus	750.0	9995.9
Varanus_niloticus	980.0	23747.4
Varanus_nuchalis	605.0	4988.6
Varanus_obor	440.0	1780.6
Varanus_olivaceus	730.0	9159.0
Varanus_ornatus	925.0	19700.1
Varanus_palawanensis	788.0	11729.0
Varanus_panoptes	740.0	9571.2
Varanus_pilbarensis	185.0	108.0
Varanus_prasinus	310.0	573.5
Varanus_primordius	120.0	26.6
Varanus_rainerguentheri	301.0	521.4
Varanus_rasmusseni	466.0	2144.0
Varanus_reisingeri	280.0	412.6
Varanus_rosenbergi	518.0	3019.0
Varanus_rudicollis	590.0	4599.5
Varanus_salvadorii	850.0	14985.5
Varanus_salvator	1170.0	42129.0
Varanus_scalaris	268.0	358.1
Varanus_semiremex	282.0	422.2
Varanus_similis	220.0	189.1
Varanus_sparnus	116.4	24.1
Varanus_spenceri	580.0	4352.0
Varanus_spinulosus	320.0	635.6
Varanus_storri	139.0	42.8
Varanus_telenesetes	217.0	180.9
Varanus_timorensis	285.0	436.9
Varanus_togianus	420.0	1531.8
Varanus_tristis	305.0	544.1
Varanus_varius	765.0	10657.2
Varanus_yemenensis	590.0	4599.5
Varanus_yuwonoi	532.0	3291.0
Varzea_altamazonica	97.2	19.6
Varzea_bistriata	109.0	28.4
Vermicella_annulata	1000.0	252.3
Vermicella_calonotus	300.0	13.9
Vermicella_intermedia	605.0	75.3
Vermicella_multifasciata	362.0	21.9
Vermicella_snelli	504.0	48.5
Vermicella_vermiformis	525.0	53.5
Vhembelacerta_rupicola	51.5	3.2
Vietnascincus_rugosus	82.0	11.3
Vipera_altaica	363.0	27.3
Vipera_ammodytes	1100.0	687.8
Vipera_anatolica	450.0	51.0
Vipera_aspis	850.0	324.8
Vipera_barani	590.0	112.2
Vipera_berus	752.0	227.4
Vipera_darevskii	420.0	41.7
Vipera_dinniki	590.0	112.2
Vipera_eriwanensis	510.0	73.5
Vipera_kaznakovi	700.0	184.6
Vipera_latastei	720.0	200.4
Vipera_lotievi	600.0	117.9
Vipera_magnifica	500.0	69.3
Vipera_monticola	400.0	36.2
Vipera_olguni	496.0	67.7
Vipera_orlovi	650.0	148.8
Vipera_pontica	600.0	117.9
Vipera_renardi	710.0	192.4
Vipera_seoanei	700.0	184.6
Vipera_shemakhensis	173.0	3.2
Vipera_transcaucasiana	700.0	184.6
Vipera_ursinii	600.0	117.9
Virginia_valeriae	393.0	13.0
Voeltzkowia_fierinensis	72.0	2.4
Voeltzkowia_lineata	79.0	1.4
Voeltzkowia_mira	80.0	1.5
Voeltzkowia_petiti	56.0	1.3
Voeltzkowia_rubrocaudata	89.0	1.9
Walterinnesia_aegyptia	1400.0	567.2
Walterinnesia_morgani	1170.0	368.2
Woodworthia_brunneus	80.0	10.3
Woodworthia_chrysosireticus	80.0	10.3
Woodworthia_maculatus	89.0	14.3
Xantusia_arizonae	60.0	4.2
Xantusia_bezyi	70.0	6.7
Xantusia_bolsonae	57.0	3.6
Xantusia_extorris	43.0	1.5
Xantusia_gilberti	44.0	1.6
Xantusia_gracilis	71.0	7.0
Xantusia_henshawi	71.0	7.0
Xantusia_jaycolei	40.0	1.2
Xantusia_riversiana	117.0	32.2
Xantusia_sanchezi	50.0	2.4
Xantusia_sherbrookei	36.0	0.9
Xantusia_sierrae	51.0	2.6
Xantusia_vigilis	70.0	6.7
Xantusia_wigginsi	44.0	1.6
Xenagama_batillifera	100.6	34.0
Xenagama_taylori	86.0	20.9
Xenagama_wilmsi	96.5	29.9
Xenagama_zonura	85.0	20.2
Xenelaphis_ellipsifer	2510.0	1212.8
Xenelaphis_hexagonotus	2000.0	681.3
Xenocalamus_bicolor	720.0	59.5
Xenocalamus_mechowii	850.0	95.0
Xenocalamus_michellii	540.0	26.4
Xenocalamus_sabiensis	510.0	22.5
Xenocalamus_transvaalensis	470.0	17.9
Xenochrophis_asperrimus	890.0	193.1
Xenochrophis_bellula	500.0	28.8
Xenochrophis_cerasogaster	821.0	147.9
Xenochrophis_flavipunctatus	1200.0	518.2
Xenochrophis_maculatus	1000.0	283.8
Xenochrophis_melanzostus	1000.0	283.8
Xenochrophis_piscator	1750.0	1802.0
Xenochrophis_punctulatus	630.0	61.7
Xenochrophis_sanctijohannis	1100.0	388.8
Xenochrophis_schnurrenbergeri	895.0	196.7
Xenochrophis_trianguligerus	1350.0	764.7
Xenochrophis_tytleri	920.0	215.5
Xenochrophis_vittatus	700.0	87.4
Xenodermus_javanicus	700.0	78.8
Xenodon_dorbignyi	800.0	95.8
Xenodon_guentheri	800.0	95.8
Xenodon_histricus	345.0	11.3
Xenodon_matogrossensis	441.0	21.1
Xenodon_merremi	1000.0	168.7
Xenodon_nattereri	442.0	36.0
Xenodon_neuwiedii	800.0	95.8
Xenodon_pulcher	700.0	68.3
Xenodon_rabdocephalus	875.0	120.2
Xenodon_semicinctus	600.0	46.2
Xenodon_severus	2000.0	978.2
Xenodon_werneri	1600.0	555.5
Xenopeltis_hainanensis	628.0	120.7
Xenopeltis_unicolor	1330.0	1049.4
Xenophidion_acanthognathus	337.0	12.6
Xenophidion_schaeferi	263.0	6.6
