	year	Area	Country	Genus	Species
Tarentola_angustimentalis	1891	Africa	Canary_Islands	Tarentola	angustimentalis
Tarentola_boettgeri	1891	Africa	Canary_Islands	Tarentola	boettgeri
Chalcides_sexlineatus	1891	Africa	Canary_Islands	Chalcides	sexlineatus
Leptosiaphos_kilimensis	1891	Africa	Kenya	Leptosiaphos	kilimensis
Chamaeleo_hoehnelii	1891	Africa	Kenya	Chamaeleo	hoehnelii
Platysaurus_intermedius	1891	Africa	South_Africa	Platysaurus	intermedius
Cordylus_jonesii	1891	Africa	South_Africa	Cordylus	jonesii
Kinyongia_tavetana	1891	Africa	Tanzania	Kinyongia	tavetana
Leptotyphlops_distanti	1892	Africa	South_Africa	Leptotyphlops	distanti
Melanoseps_loveridgei	1892	Africa	Tanzania	Melanoseps	loveridgei
Kinyongia_tenue	1892	Africa	Tanzania	Kinyongia	tenue
Rieppeleon_brevicaudatus	1892	Africa	Tanzania	Rieppeleon	brevicaudatus
Rhampholeon_temporalis	1892	Africa	Tanzania	Rhampholeon	temporalis
Rhampholeon_spinosus	1892	Africa	Tanzania	Rhampholeon	spinosus
Chamaeleo_deremensis	1892	Africa	Tanzania	Chamaeleo	deremensis
Chalcides_boulengeri	1892	Africa	Tunisia	Chalcides	boulengeri
Macrovipera_deserti	1892	Africa	Tunisia	Macrovipera	deserti
Platyceps_rogersi	1893	Africa	Egypt	Platyceps	rogersi
Philothamnus_girardi	1893	Africa	Equatorial_Guinea	Philothamnus	girardi
Hemirhagerrhis_kelleri	1893	Africa	Ethiopia	Hemirhagerrhis	kelleri
Rieppeleon_brachyurus	1893	Africa	Malawi	Rieppeleon	brachyurus
Rhampholeon_platyceps	1893	Africa	Malawi	Rhampholeon	platyceps
Psammophylax_variabilis	1893	Africa	Malawi	Psammophylax	variabilis
Holodactylus_africanus	1893	Africa	Somalia	Holodactylus	africanus
Lamprophis_fuscus	1893	Africa	South_Africa	Lamprophis	fuscus
Lygodactylus_angularis	1893	Africa	Tanzania	Lygodactylus	angularis
Hemidactylus_modestus	1894	Africa	Kenya	Hemidactylus	modestus
Typhlosaurus_meyeri	1894	Africa	South_Africa	Typhlosaurus	meyeri
Leptotyphlops_algeriensis	1895	Africa	Algeria	Leptotyphlops	algeriensis
Elasmodactylus_tuberculosus	1895	Africa	Democratic_Republic_Congo	Elasmodactylus	tuberculosus
Pseuderemias_smithii	1895	Africa	Ethiopia	Pseuderemias	smithii
Thrasops_jacksonii	1895	Africa	Kenya	Thrasops	jacksonii
Cnemaspis_africana	1895	Africa	Tanzania	Cnemaspis	africana
Holaspis_laevis	1895	Africa	Tanzania	Holaspis	laevis
Kinyongia_matschiei	1895	Africa	Tanzania	Kinyongia	matschiei
Aparallactus_werneri	1895	Africa	Tanzania	Aparallactus	werneri
Aparallactus_guentheri	1895	Africa	Tanzania	Aparallactus	guentheri
Chamaeleo_ellioti	1895	Africa	Uganda	Chamaeleo	ellioti
Geckonia_chazaliae	1895	Africa	West_Africa	Geckonia	chazaliae
Agama_anchietae	1896	Africa	Cameroon	Agama	anchietae
Stenodactylus_petrii	1896	Africa	Egypt	Stenodactylus	petrii
Agama_lionotus	1896	Africa	Ethiopia	Agama	lionotus
Prosymna_ruspolii	1896	Africa	Ethiopia	Prosymna	ruspolii
Chamaeleo_jacksonii	1896	Africa	Kenya	Chamaeleo	jacksonii
Hemidactylus_macropholis	1896	Africa	Somalia	Hemidactylus	macropholis
Naja_pallida	1896	Africa	Somalia	Naja	pallida
Pachydactylus_affinis	1896	Africa	South_Africa	Pachydactylus	affinis
Psammophis_jallae	1896	Africa	Southern_Africa	Psammophis	jallae
Atheris_ceratophora	1896	Africa	Tanzania	Atheris	ceratophora
Leptosiaphos_vigintiserierum	1897	Africa	Cameroon	Leptosiaphos	vigintiserierum
Lacertaspis_gemmiventris	1897	Africa	Cameroon	Lacertaspis	gemmiventris
Grayia_tholloni	1897	Africa	Democtatic_republic_of_Congo	Grayia	tholloni
Atractaspis_boulengeri	1897	Africa	Gabon	Atractaspis	boulengeri
Lycodonomorphus_whytii	1897	Africa	Malawi	Lycodonomorphus	whytii
Buhoma_depressiceps	1897	Africa	Uganda	Buhoma	depressiceps
Pachydactylus_namaquensis	1898	Africa	Namibia	Pachydactylus	namaquensis
Ptyodactylus_ragazzii	1898	Africa	Togo	Ptyodactylus	ragazzii
Chamaeleo_quadricornis	1899	Africa	Cameroon	Chamaeleo	quadricornis
Adolfus_jacksoni	1899	Africa	Tanzania	Adolfus	jacksoni
Chamaeleo_tempeli	1899	Africa	Tanzania	Chamaeleo	tempeli
Chamaeleo_werneri	1899	Africa	Tanzania	Chamaeleo	werneri
Chamaeleo_goetzei	1899	Africa	Tanzania	Chamaeleo	goetzei
Chamaeleo_pfefferi	1900	Africa	Cameroon	Chamaeleo	pfefferi
Chamaeleo_fuelleborni	1900	Africa	Tanzania	Chamaeleo	fuelleborni
Chalcides_parallelus	1901	Africa	Algeria	Chalcides	parallelus
Philothamnus_carinatus	1901	Africa	Cameroon	Philothamnus	carinatus
Gallotia_stehlini	1901	Africa	Canary_Islands	Gallotia	stehlini
Acanthodactylus_blanci	1901	Africa	Tunisia	Acanthodactylus	blanci
Kinyongia_xenorhina	1901	Africa	Uganda	Kinyongia	xenorhina
Chamaeleo_johnstoni	1901	Africa	Uganda	Chamaeleo	johnstoni
Lygodactylus_conraui	1902	Africa	Bioko	Lygodactylus	conraui
Naja_multifasciata	1902	Africa	Democratic_Republic_Of_Congo	Naja	multifasciata
Panaspis_togoensis	1902	Africa	Nigeria	Panaspis	togoensis
Psammophis_leightoni	1902	Africa	South_africa	Psammophis	leightoni
Proscelotes_eggeli	1902	Africa	Tanzania	Proscelotes	eggeli
Adolfus_vauereselli	1902	Africa	Tanzania	Adolfus	vauereselli
Atheris_nitschei	1902	Africa	Tanzania	Atheris	nitschei
Acanthodactylus_aureus	1903	Africa	Western_Sahara	Acanthodactylus	aureus
Gastropholis_prasina	1904	Africa	Tanzania	Gastropholis	prasina
Podarcis_vaucheri	1905	Africa	Morocco	Podarcis	vaucheri
Tarentola_rudis	1906	Africa	Cape_Verde_Islands	Tarentola	rudis
Chioninia_spinalis	1906	Africa	Cape_Verde_Islands	Chioninia	spinalis
Chamaeleo_feae	1906	Africa	Equatorial_Guinea	Chamaeleo	feae
Hapsidophrys_principis	1906	Africa	Pincipe	Hapsidophrys	principis
Rhinotyphlops_feae	1906	Africa	Sao_Tome	Rhinotyphlops	feae
Prosymna_greigerti	1906	Africa	Togo	Prosymna	greigerti
Adolfus_africanus	1906	Africa	Uganda	Adolfus	africanus
Chamaeleo_rudis	1906	Africa	Uganda	Chamaeleo	rudis
Rhampholeon_marshalli	1906	Africa	Zimbabwe	Rhampholeon	marshalli
Pedioplanis_inornata	1907	Africa	Namibia	Pedioplanis	inornata
Pachydactylus_weberi	1907	Africa	South_Africa	Pachydactylus	weberi
Scelotes_mirus	1907	Africa	South_Africa	Scelotes	mirus
Chirindia_swynnertoni	1907	Africa	Africa	Chirindia	swynnertoni
Micrelaps_bicoloratus	1908	Africa	Kenya	Micrelaps	bicoloratus
Pachydactylus_rangei	1908	Africa	Namibia	Pachydactylus	rangei
Cordylus_warreni	1908	Africa	South_Africa	Cordylus	warreni
Crotaphopeltis_tornieri	1908	Africa	Tanzania	Crotaphopeltis	tornieri
Feylinia_grandisquamis	1910	Africa	Cameroon	Feylinia	grandisquamis
Lacertaspis_rohdei	1910	Africa	Cameroon	Lacertaspis	rohdei
Chamaeleo_wiedersheimi	1910	Africa	Cameroon	Chamaeleo	wiedersheimi
Agama_caudospinosa	1910	Africa	Kenya	Agama	caudospinosa
Pachydactylus_serval	1910	Africa	Namibia	Pachydactylus	serval
Cryptactites_peringueyi	1910	Africa	South_Africa	Cryptactites	peringueyi
Pachydactylus_purcelli	1910	Africa	South_Africa	Pachydactylus	purcelli
Cordylus_macropholis	1910	Africa	South_Africa	Cordylus	macropholis
Rhampholeon_boulengeri	1911	Africa	Democratic_Republic_Of_Congo	Rhampholeon	boulengeri
Kinyongia_excubitor	1911	Africa	Kenya	Kinyongia	excubitor
Pedioplanis_breviceps	1911	Africa	Namibia	Pedioplanis	breviceps
Dasypeltis_atra	1912	Africa	Democratic_Republic_of_Congo	Dasypeltis	atra
Kinyongia_adolfifriderici	1912	Africa	Democtatic_republic_of_Congo	Kinyongia	adolfifriderici
Chamaeleo_schubotzi	1912	Africa	Kenya	Chamaeleo	schubotzi
Leptosiaphos_graueri	1912	Africa	Rwanda	Leptosiaphos	graueri
Hemidactylus_citernii	1912	Africa	Somalia	Hemidactylus	citernii
Geocalamus_acutus	1912	Africa	Tanzania	Geocalamus	acutus
Cordylus_coeruleopunctatus	1913	Africa	South_Africa	Cordylus	coeruleopunctatus
Kinyongia_multituberculata	1913	Africa	Tanzania	Kinyongia	multituberculata
Kinyongia_vosseleri	1913	Africa	Tanzania	Kinyongia	vosseleri
Gallotia_caesaris	1914	Africa	Canary_Islands	Gallotia	caesaris
Adolfus_alleni	1914	Africa	Kenya	Adolfus	alleni
Narudasia_festiva	1914	Africa	Namibia	Narudasia	festiva
Cordylus_namaquensis	1914	Africa	Namibia	Cordylus	namaquensis
Pachydactylus_montanus	1914	Africa	South_Africa	Pachydactylus	montanus
Quedenfeldtia_moerens	1916	Africa	Morocco	Quedenfeldtia	moerens
Gerrhosaurus_skoogi	1916	Africa	Namibia	Gerrhosaurus	skoogi
Leptotyphlops_boueti	1917	Africa	Mali	Leptotyphlops	boueti
Agama_boueti	1917	Africa	Niger	Agama	boueti
Acanthodactylus_longipes	1918	Africa	Algeria	Acanthodactylus	longipes
Agama_gracilimembris	1918	Africa	Benin	Agama	gracilimembris
Agama_insularis	1918	Africa	Guinae	Agama	insularis
Agama_sankaranica	1918	Africa	Mali	Agama	sankaranica
Cnemaspis_dickersoni	1919	Africa	Democratic_Republic_Congo	Cnemaspis	dickersoni
Psammophis_sudanensis	1919	Africa	Sudan	Psammophis	sudanensis
Pachydactylus_tigrinus	1921	Africa	South_Africa	Pachydactylus	tigrinus
Uromastyx_geyri	1922	Africa	Algeria	Uromastyx	geyri
Naja_katiensis	1922	Africa	Benin	Naja	katiensis
Buhoma_procterae	1922	Africa	Tanzania	Buhoma	procterae
Pachydactylus_austeni	1923	Africa	South_Africa	Pachydactylus	austeni
Agama_mwanzae	1923	Africa	Tanzania	Agama	mwanzae
Pseudocalotes_flavigula	1924	Africa	Cameroon	Pseudocalotes	flavigula
Afroedura_pondolia	1925	Africa	South_Africa	Afroedura	pondolia
Afroedura_karroica	1925	Africa	South_Africa	Afroedura	karroica
Acontias_breviceps	1925	Africa	South_Africa	Acontias	breviceps
Acontias_gracilicauda	1925	Africa	South_Africa	Acontias	gracilicauda
Rhoptropus_barnardi	1926	Africa	Angola	Rhoptropus	barnardi
Lygodactylus_lawrencei	1926	Africa	Namibia	Lygodactylus	lawrencei
Pachydactylus_bicolor	1926	Africa	South_Africa	Pachydactylus	bicolor
Australolacerta_australis	1926	Africa	South_Africa	Australolacerta	australis
Lygodactylus_stevensoni	1926	Africa	Zimbabwe	Lygodactylus	stevensoni
Pachydactylus_scutatus	1927	Africa	Namibia	Pachydactylus	scutatus
Pachydactylus_oculatus	1927	Africa	South_Africa	Pachydactylus	oculatus
Tropidosaura_gularis	1927	Africa	South_Africa	Tropidosaura	gularis
Atlantolacerta_andreanskyi	1929	Africa	Morrocco	Atlantolacerta	andreanskyi
Kinyongia_carpenteri	1929	Africa	Uganda	Kinyongia	carpenteri
Hemitheconyx_taylori	1930	Africa	Somalia	Hemitheconyx	taylori
Platysaurus_minor	1930	Africa	South_Africa	Platysaurus	minor
Cordylus_tasmani	1930	Africa	South_Africa	Cordylus	tasmani
Bradypodion_transvaalense	1930	Africa	South_Africa	Bradypodion	transvaalense
Atheris_barbouri	1930	Africa	Tanzania	Atheris	barbouri
Saurodactylus_fasciatus	1931	Africa	Morocco	Saurodactylus	fasciatus
Chalcides_montanus	1931	Africa	Morocco	Chalcides	montanus
Lygodactylus_bradfieldi	1932	Africa	Botswana	Lygodactylus	bradfieldi
Lygodactylus_chobiensis	1932	Africa	Botswana	Lygodactylus	chobiensis
Bitis_worthingtoni	1932	Africa	Kenya	Bitis	worthingtoni
Agama_weidholzi	1932	Africa	Senegal	Agama	weidholzi
Pristurus_somalicus	1932	Africa	Somalia	Pristurus	somalicus
Uromastyx_macfadyeni	1932	Africa	Somalia	Uromastyx	macfadyeni
Cordylus_peersi	1932	Africa	South_Africa	Cordylus	peersi
Cordylus_ukingensis	1932	Africa	Tanzania	Cordylus	ukingensis
Rhoptropus_boultoni	1933	Africa	Angola	Rhoptropus	boultoni
Pachydactylus_vansoni	1933	Africa	South_Africa	Pachydactylus	vansoni
Cordylus_rhodesianus	1933	Africa	Zimbabwe	Cordylus	rhodesianus
Agama_kaimosae	1935	Africa	Kenya	Agama	kaimosae
Chalcides_manueli	1935	Africa	Morocco	Chalcides	manueli
Rhoptropus_bradfieldi	1935	Africa	Namibia	Rhoptropus	bradfieldi
Xenagama_taylori	1935	Africa	Somalia	Xenagama	taylori
Acontias_percivali	1935	Africa	South_Africa	Acontias	percivali
Bradypodion_occidentale	1935	Africa	South_Africa	Bradypodion	occidentale
Lycophidion_ornatum	1936	Africa	Angola	Lycophidion	ornatum
Lygodactylus_keniensis	1936	Africa	Kenya	Lygodactylus	keniensis
Cordylus_jordani	1936	Africa	Namibia	Cordylus	jordani
Pachydactylus_robertsi	1938	Africa	Namibia	Pachydactylus	robertsi
Cordylus_campbelli	1938	Africa	Namibia	Cordylus	campbelli
Typhlacontias_brevipes	1938	Africa	Namibia	Typhlacontias	brevipes
Meroles_micropholidotus	1938	Africa	Namibia	Meroles	micropholidotus
Pachydactylus_labialis	1938	Africa	South_Africa	Pachydactylus	labialis
Kinyongia_uthmoelleri	1938	Africa	Tanzania	Kinyongia	uthmoelleri
Cordylus_lawrenci	1939	Africa	South_Africa	Cordylus	lawrenci
Scelotes_kasneri	1939	Africa	South_Africa	Scelotes	kasneri
Lacertaspis_lepesmei	1940	Africa	Cameroon	Lacertaspis	lepesmei
Psammophis_tanganicus	1940	Africa	Tanzania	Psammophis	tanganicus
Leptosiaphos_hackarsi	1941	Africa	Democratic_Republic_of_the_Congo	Leptosiaphos	hackarsi
Pachydactylus_barnardi	1941	Africa	South_Africa	Pachydactylus	barnardi
Typhlosaurus_gariepensis	1941	Africa	South_Africa	Typhlosaurus	gariepensis
Cordylus_minor	1943	Africa	South_Africa	Cordylus	minor
Cordylus_langi	1944	Africa	Lesotho	Cordylus	langi
Chondrodactylus_fitzsimonsi	1947	Africa	Namibia	Chondrodactylus	fitzsimonsi
Cordylus_spinosus	1947	Africa	South_Africa	Cordylus	spinosus
Mehelya_capensis	1947	Africa	South_Africa	Mehelya	capensis
Aspidelaps_scutatus	1949	Africa	South_Africa	Aspidelaps	scutatus
Elasmodactylus_tetensis	1952	Africa	Mozambique	Elasmodactylus	tetensis
Lygodactylus_williamsi	1952	Africa	Tanzania	Lygodactylus	williamsi
Platysaurus_mitchelli	1953	Africa	Malawi	Platysaurus	mitchelli
Rhampholeon_nchisiensis	1953	Africa	Malawi	Rhampholeon	nchisiensis
Pachydactylus_scherzi	1954	Africa	Namibia	Pachydactylus	scherzi
Trachylepis_hoeschi	1954	Africa	Namibia	Trachylepis	hoeschi
Pedioplanis_gaerdesi	1954	Africa	Namibia	Pedioplanis	gaerdesi
Atheris_hispida	1955	Africa	Democratic_Republic_of_Congo	Atheris	hispida
Pedioplanis_rubens	1955	Africa	Namibia	Pedioplanis	rubens
Chalcides_colosii	1957	Africa	Morocco	Chalcides	colosii
Rhoptropus_biporosus	1957	Africa	Namibia	Rhoptropus	biporosus
Prosymna_visseri	1959	Africa	Angola	Prosymna	visseri
Platysaurus_pungweensis	1959	Africa	Mozambique	Platysaurus	pungweensis
Colopus_kochii	1959	Africa	Namibia	Colopus	kochii
Pachydactylus_caraculicus	1959	Africa	South_Africa	Pachydactylus	caraculicus
Ptenopus_carpi	1962	Africa	Namibia	Ptenopus	carpi
Leptotyphlops_occidentalis	1962	Africa	Namibia	Leptotyphlops	occidentalis
Blanus_mettetali	1963	Africa	Morocco	Blanus	mettetali
Chamaeleo_sternfeldi	1963	Africa	Tanzania	Chamaeleo	sternfeldi
Typhlosaurus_braini	1964	Africa	Namibia	Typhlosaurus	braini
Lygodactylus_luteopicturatus	1964	Africa	Tanzania	Lygodactylus	luteopicturatus
Nadzikambia_mlanjense	1965	Africa	Malawi	Nadzikambia	mlanjense
Lygodactylus_gravis	1965	Africa	Tanzania	Lygodactylus	gravis
Pachydactylus_tsodiloensis	1966	Africa	Botswana	Pachydactylus	tsodiloensis
Psammophis_rukwae	1966	Africa	Ghana	Psammophis	rukwae
Pachydactylus_vanzyli	1966	Africa	Namibia	Pachydactylus	vanzyli
Chalcides_lanzai	1967	Africa	Morocco	Chalcides	lanzai
Pachydactylus_sansteynae	1967	Africa	Namibia	Pachydactylus	sansteynae
Pachydactylus_gaiasensis	1967	Africa	Namibia	Pachydactylus	gaiasensis
Pachydactylus_oreophilus	1967	Africa	South_Africa	Pachydactylus	oreophilus
Atheris_desaixi	1968	Africa	Kenya	Atheris	desaixi
Agama_paragama	1968	Africa	Nigeria	Agama	paragama
Microacontias_litoralis	1969	Africa	South_Africa	Microacontias	litoralis
Echis_ocellatus	1970	Africa	Burkina_Faso	Echis	ocellatus
Lamprophis_swazicus	1970	Africa	Swaziland	Lamprophis	swazicus
Afroablepharus_annobonensis	1972	Africa	Guinae	Afroablepharus	annobonensis
Echis_leucogaster	1972	Africa	Niger	Echis	leucogaster
Leptosiaphos_amieti	1973	Africa	Cameroon	Leptosiaphos	amieti
Chalcides_coeruleopunctatus	1975	Africa	Canary_Islands	Chalcides	coeruleopunctatus
Bitis_xeropaga	1975	Africa	Namibia	Bitis	xeropaga
Bradypodion_thamnobates	1976	Africa	South_Africa	Bradypodion	thamnobates
Bradypodion_setaroi	1976	Africa	South_Africa	Bradypodion	setaroi
Psammophis_orientalis	1977	Africa	Tanzania	Psammophis	orientalis
Bradypodion_nemorale	1978	Africa	South_Africa	Bradypodion	nemorale
Acanthodactylus_busacki	1982	Africa	Morocco	Acanthodactylus	busacki
Tarentola_gomerensis	1983	Africa	Canary_Islands	Tarentola	gomerensis
Tarentola_darwini	1984	Africa	Cape_Verde_Islands	Tarentola	darwini
Tarentola_caboverdianus	1984	Africa	Cape_Verde_Islands	Tarentola	caboverdianus
Tarentola_boehmei	1984	Africa	Western_Sahara	Tarentola	boehmei
Gallotia_gomerana	1985	Africa	Canary_Islands	Gallotia	gomerana
Chamaeleo_calcaricarens	1985	Africa	Ethiopia	Chamaeleo	calcaricarens
Mochlus_brevicaudis	1985	Africa	Ivory_Coast	Mochlus	brevicaudis
Cordylus_mclachlani	1986	Africa	South_Africa	Cordylus	mclachlani
Typhlosaurus_lomiae	1986	Africa	South_Africa	Typhlosaurus	lomiae
Cnemaspis_uzungwae	1986	Africa	Tanzania	Cnemaspis	uzungwae
Homopholis_mulleri	1987	Africa	South_Africa	Homopholis	mulleri
Blanus_tingitanus	1988	Africa	Morocco	Blanus	tingitanus
Kinyongia_oxyrhina	1988	Africa	Tanzania	Kinyongia	oxyrhina
Pedioplanis_husabensis	1989	Africa	Namibia	Pedioplanis	husabensis
Echis_jogeri	1990	Africa	Mali	Echis	jogeri
Cordylus_oelofseni	1990	Africa	South_Africa	Cordylus	oelofseni
Rhampholeon_chapmanorum	1992	Africa	Malawi	Rhampholeon	chapmanorum
Chalcides_minutus	1993	Africa	Morocco	Chalcides	minutus
Chalcides_pseudostriatus	1993	Africa	Morocco	Chalcides	pseudostriatus
Platysaurus_monotropis	1994	Africa	South_Africa	Platysaurus	monotropis
Cordylus_imkeae	1994	Africa	South_Africa	Cordylus	imkeae
Cordylus_aridus	1994	Africa	South_Africa	Cordylus	aridus
Chamaeleo_harennae	1995	Africa	Ethiopia	Chamaeleo	harennae
Cordylus_nebulosus	1995	Africa	South_Africa	Cordylus	nebulosus
Lygodactylus_kimhowelli	1995	Africa	Tanzania	Lygodactylus	kimhowelli
Lacertaspis_chriswildi	1996	Africa	Cameroon	Lacertaspis	chriswildi
Pachydactylus_haackei	1996	Africa	Namibia	Pachydactylus	haackei
Afrogecko_swartbergensis	1996	Africa	South_Africa	Afrogecko	swartbergensis
Pachydactylus_kladaroderma	1996	Africa	South_Africa	Pachydactylus	kladaroderma
Acontias_poecilus	1996	Africa	South_Africa	Acontias	poecilus
Rhampholeon_uluguruensis	1996	Africa	Tanzania	Rhampholeon	uluguruensis
Tarentola_mindiae	1997	Africa	Egypt	Tarentola	mindiae
Platysaurus_broadleyi	1997	Africa	South_Africa	Platysaurus	broadleyi
Leptotyphlops_sylvicolus	1997	Africa	South_Africa	Leptotyphlops	sylvicolus
Bitis_rubida	1997	Africa	South_Africa	Bitis	rubida
Leptotyphlops_adleri	1998	Africa	Chad	Leptotyphlops	adleri
Chamaeleo_balebicornutus	1998	Africa	Ethiopia	Chamaeleo	balebicornutus
Bradypodion_karrooicum	1998	Africa	South_Africa	Bradypodion	karrooicum
Gallotia_intermedia	1999	Africa	Canary_Islands	Gallotia	intermedia
Uromastyx_leptieni	2000	Africa	Egypt	Uromastyx	leptieni
Coluber_zebrinus	2000	Africa	Namibia	Coluber	zebrinus
Macroprotodon_abubakeri	2001	Africa	Algeria	Macroprotodon	abubakeri
Mesalina_bahaeldini	2002	Africa	Egypt	Mesalina	bahaeldini
Kinyongia_boehmei	2002	Africa	Kenya	Kinyongia	boehmei
Pachydactylus_parascutatus	2002	Africa	Namibia	Pachydactylus	parascutatus
Cordylus_beraduccii	2002	Africa	Tanzania	Cordylus	beraduccii
Rhampholeon_moyeri	2002	Africa	Tanzania	Rhampholeon	moyeri
Hemidactylus_foudaii	2003	Africa	Egypt	Hemidactylus	foudaii
Naja_nubiae	2003	Africa	Egypt	Naja	nubiae
Chamaeleo_narraioca	2003	Africa	Kenya	Chamaeleo	narraioca
Pachydactylus_waterbergensis	2003	Africa	Namibia	Pachydactylus	waterbergensis
Scelotes_montispectus	2003	Africa	South_Africa	Scelotes	montispectus
Leptotyphlops_rouxestevae	2004	Africa	Senegal	Leptotyphlops	rouxestevae
Hemidactylus_mindiae	2005	Africa	Egypt	Hemidactylus	mindiae
Agama_finchi	2005	Africa	Kenya	Agama	finchi
Cordylus_meculae	2005	Africa	Mozambique	Cordylus	meculae
Pachydactylus_monicae	2005	Africa	South_Africa	Pachydactylus	monicae
Pachydactylus_reconditus	2006	Africa	Namibia	Pachydactylus	reconditus
Pachydactylus_mclachlani	2006	Africa	Namibia	Pachydactylus	mclachlani
Pachydactylus_griffini	2006	Africa	Namibia	Pachydactylus	griffini
Dasypeltis_confusa	2006	Africa	Senegal	Dasypeltis	confusa
Dasypeltis_sahelensis	2006	Africa	Senegal	Dasypeltis	sahelensis
Dasypeltis_gansi	2006	Africa	Senegal	Dasypeltis	gansi
Pachydactylus_carinatus	2006	Africa	South_Africa	Pachydactylus	carinatus
Bradypodion_atromontanum	2006	Africa	South_Africa	Bradypodion	atromontanum
Rhampholeon_viridis	2006	Africa	Tanzania	Rhampholeon	viridis
Rhampholeon_acuminatus	2006	Africa	Tanzania	Rhampholeon	acuminatus
Rhampholeon_beraduccii	2006	Africa	Tanzania	Rhampholeon	beraduccii
Naja_ashei	2007	Africa	Kenya	Naja	ashei
Leptotyphlops_nigroterminus	2007	Africa	Tanzania	Leptotyphlops	nigroterminus
Chamaeleo_necasi	2007	Africa	Togo	Chamaeleo	necasi
Acontophiops_lineatus	2010	Africa	South_Africa	Acontophiops	lineatus
Gekko_gecko	1758	Asia	Indonesia	Gekko	gecko
Draco_volans	1758	Asia	Indonesia	Draco	volans
Xenochrophis_vittatus	1758	Asia	Indonesia	Xenochrophis	vittatus
Homalopsis_buccata	1758	Asia	Singapore	Homalopsis	buccata
Bungarus_candidus	1758	Asia	Southeast_Asia	Bungarus	candidus
Laticauda_laticaudata	1758	Asia	Southeast_Asia	Laticauda	laticaudata
